customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
7590-06568,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),80.11,No,1659.4
7590-06569,Male,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58.61,No,3166.13
7590-06570,Male,0,No,No,64,Yes,No phone service,No,No,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),40.89,Yes,2763.75
7590-06571,Female,0,No,No,40,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.45,No,2419.57
7590-06572,Female,1,Yes,No,66,Yes,No,No,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),72.86,No,5201.32
7590-06573,Male,1,Yes,No,41,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),37.11,No,1415.49
7590-06574,Female,0,Yes,Yes,68,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),20.87,No,1149.85
7590-06575,Female,0,No,No,56,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.37,No,4783.02
7590-06576,Male,0,No,Yes,42,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),34.06,No,1272.26
7590-06577,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,103.38,No,996.32
7590-06578,Female,0,Yes,No,63,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,65.43,No,3945.75
7590-06579,Female,0,No,No,50,Yes,No,No,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),82.88,No,4847.61
7590-06580,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),60.94,No,4518.29
7590-06581,Female,0,Yes,No,59,No,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.48,No,4197.57
7590-06582,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,45.42,No,3660.42
7590-06583,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,40.62,No,898.75
7590-06584,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),60.94,No,5039.55
7590-06585,Male,0,No,No,13,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,64.12,No,971.78
7590-06586,Male,0,No,No,31,No,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),40.02,No,1210.6
7590-06587,Female,0,Yes,No,7,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,106.38,Yes,762.64
7590-06588,Female,0,Yes,Yes,26,Yes,Yes,No,Yes,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,52.6,No,1310.75
7590-06589,Male,0,No,No,49,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),105.1,Yes,4305.51
7590-06590,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,62.24,No,2908.82
7590-06591,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.48,No,3017.84
7590-06592,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,103.52,Yes,242.33
7590-06593,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Electronic check,40.48,No,865.01
7590-06594,Male,0,Yes,No,33,No,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.87,No,932.83
7590-06595,Female,0,Yes,No,25,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),42.35,No,906.63
7590-06596,Female,1,Yes,No,39,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,19.93,No,848.52
7590-06597,Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.97,No,1915.69
7590-06598,Male,0,No,No,40,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.3,Yes,3332.68
7590-06599,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),54.45,No,61.11
7590-06600,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,115.37,Yes,7129.69
7590-06601,Female,0,Yes,No,6,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),26.21,No,154.47
7590-06602,Female,0,No,No,18,Yes,No,No,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),36.63,No,548.31
7590-06603,Male,1,Yes,No,32,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,48.39,Yes,1664.65
7590-06604,Male,0,No,Yes,1,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,41.19,Yes,36.29
7590-06605,Female,0,No,No,66,Yes,Yes,DSL,No internet service,No,No internet service,No,No,Yes,One year,No,Mailed check,41.82,No,2870.7
7590-06606,Male,0,Yes,Yes,14,No,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,35.13,No,477.9
7590-06607,Male,0,No,No,20,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,Yes,Credit card (automatic),73.07,No,1693.71
7590-06608,Male,0,Yes,Yes,58,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),90.93,No,5294.67
7590-06609,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),68.3,No,2916.97
7590-06610,Female,0,No,No,19,No,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.71,No,1693.9
7590-06611,Female,0,No,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,50.71,No, 
7590-06612,Female,0,No,No,72,Yes,No,No,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,49.74,No,3210.24
7590-06613,Female,0,No,Yes,8,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,105.04,No,714.56
7590-06614,Male,0,Yes,No,50,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,71.44,No,3029.9
7590-06615,Male,0,Yes,No,37,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,51.13,No,1532.63
7590-06616,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,95.72,No,1370.89
7590-06617,Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),68.61,Yes,2513.96
7590-06618,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.67,No,1098.13
7590-06619,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),47.75,No,1253.79
7590-06620,Female,1,No,No,53,Yes,Yes,No,No,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),114.52,No,6238.5
7590-06621,Male,1,Yes,No,69,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,71.25,No,4807.74
7590-06622,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,101.33,No,3991.57
7590-06623,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,40.22,No,557.71
7590-06624,Male,1,Yes,Yes,69,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),100.14,No,6927.7
7590-06625,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.23,Yes,940.62
7590-06626,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,44.81,No,2375.65
7590-06627,Female,1,Yes,No,5,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,82.13,No,459.4
7590-06628,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.1,No,3715.58
7590-06629,Female,0,Yes,Yes,15,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,58.14,No,830.25
7590-06630,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),96.58,No,2309.38
7590-06631,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,79.37,Yes,3640.84
7590-06632,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),34.72,No,2608.22
7590-06633,Male,0,Yes,No,61,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,94.01,Yes,5567.67
7590-06634,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,50.25,No,2026.75
7590-06635,Male,0,No,Yes,61,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,110.23,No,6848.53
7590-06636,Female,0,Yes,No,23,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,44.51,No,863.49
7590-06637,Female,0,Yes,No,5,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,110.23,No,603.65
7590-06638,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,No,Mailed check,46.34,Yes,1690.66
7590-06639,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,99.34,Yes,6663.3
7590-06640,Male,0,No,No,57,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,43.59,No,2557.26
7590-06641,Female,0,Yes,Yes,13,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),116.76,No,1803.67
7590-06642,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,107.71,No,4949.74
7590-06643,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,34.1,No,156.44
7590-06644,Female,0,Yes,No,22,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,78.47,No,1397.11
7590-06645,Male,0,Yes,No,61,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),43.75,No,2463.99
7590-06646,Female,0,Yes,Yes,16,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,46.37,Yes,763.84
7590-06647,Female,1,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),95.55,No,6669.05
7590-06648,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,25.29,No,764.55
7590-06649,Female,0,No,No,12,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.76,No,806.75
7590-06650,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.49,No,2344.32
7590-06651,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),99.26,No,4941.37
7590-06652,Male,0,No,No,19,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.74,No,418.3
7590-06653,Female,1,Yes,Yes,57,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),50.33,Yes,2413.77
7590-06654,Female,0,Yes,No,53,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,37.86,No,2185.52
7590-06655,Female,0,Yes,No,63,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),80.5,No,5162.17
7590-06656,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.58,No,5008.11
7590-06657,Male,0,Yes,Yes,42,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,18.86,No,694.8
7590-06658,Male,0,No,No,17,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Electronic check,77.24,No,1361.36
7590-06659,Male,0,Yes,No,53,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.15,No,3523.5
7590-06660,Female,0,No,No,59,No,No,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,97.22,No,6838.51
7590-06661,Female,0,Yes,No,70,Yes,No phone service,No,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.11,No,6015.93
7590-06662,Male,1,No,No,0,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,73.28,Yes,73.28
7590-06663,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,92.3,No,3934.53
7590-06664,Male,0,No,No,48,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),85.94,No,4892.95
7590-06665,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),74.4,No,2441.55
7590-06666,Male,0,No,Yes,66,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,63.34,No,3553.72
7590-06667,Male,0,No,No,34,Yes,No,No,No,No,No,No,Yes,No internet service,One year,Yes,Mailed check,90.75,Yes,2635.78
7590-06668,Female,0,No,No,8,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.71,No,692.46
7590-06669,Female,0,Yes,No,36,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.52,No,1512.8
7590-06670,Male,0,Yes,No,59,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,112.21,Yes,6344.32
7590-06671,Female,0,Yes,No,55,No,No,No,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,104.92,No,6858.44
7590-06672,Male,0,Yes,No,11,Yes,No,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),64.52,No,589.79
7590-06673,Female,0,No,Yes,70,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,20.8,No,1475.32
7590-06674,Male,0,No,No,70,Yes,No,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.1,No,8946.26
7590-06675,Male,1,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,64.43,Yes,228.75
7590-06676,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),71.11,No,4530.14
7590-06677,Male,0,Yes,No,44,Yes,No,No,No,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),98.36,Yes,5021.26
7590-06678,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,40.01,No,1935.99
7590-06679,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),37.85,Yes,1670.79
7590-06680,Female,0,No,No,47,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,94.35,Yes,3687.41
7590-06681,Female,1,Yes,No,22,Yes,No,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.3,No,1039.0
7590-06682,Male,0,No,No,7,No,No phone service,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),80.86,No,585.74
7590-06683,Male,1,Yes,No,28,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,66.29,No,2214.15
7590-06684,Female,0,No,No,42,No,No,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),33.03,No,1225.27
7590-06685,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.96,Yes,6097.52
7590-06686,Female,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,One year,No,Electronic check,55.29,No,281.09
7590-06687,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,50.63,No,997.58
7590-06688,Female,0,Yes,No,13,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),111.06,Yes,1170.3
7590-06689,Male,1,Yes,No,51,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,38.24,No,2310.6
7590-06690,Male,0,No,No,69,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),19.73,Yes,1612.71
7590-06691,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.34,Yes,160.4
7590-06692,Female,1,Yes,No,57,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.74,Yes,5010.65
7590-06693,Female,1,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,20.99,No,847.75
7590-06694,Female,0,Yes,No,47,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,102.43,No,4147.65
7590-06695,Female,0,Yes,Yes,38,No,No,No,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),40.95,No,1775.43
7590-06696,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,89.95,No,5703.34
7590-06697,Male,0,Yes,No,12,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),64.08,No,647.67
7590-06698,Female,0,No,No,65,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,29.34,Yes,2268.35
7590-06699,Male,0,No,No,59,Yes,Yes,No,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,63.5,No,3069.86
7590-06700,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,42.55,No,1618.85
7590-06701,Female,1,No,No,31,Yes,No,DSL,No internet service,No,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),47.33,No,1533.15
7590-06702,Female,1,Yes,Yes,51,Yes,No,No,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),98.41,Yes,4412.62
7590-06703,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),104.45,No,439.63
7590-06704,Female,0,No,No,66,No,No,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,75.65,No,5019.92
7590-06705,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),106.07,Yes,7047.28
7590-06706,Female,0,No,No,51,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Electronic check,86.95,No,4166.95
7590-06707,Male,0,No,Yes,48,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),45.03,No,2517.89
7590-06708,Male,0,No,No,28,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.09,No,3260.43
7590-06709,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),30.11,No,1073.84
7590-06710,Male,0,Yes,No,69,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,62.43,No,4629.6
7590-06711,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.14,No,385.65
7590-06712,Female,0,Yes,No,58,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,71.46,No,4808.0
7590-06713,Female,1,No,No,54,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,No,Electronic check,93.24,No,5113.1
7590-06714,Female,0,No,No,1,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),30.71,No,31.35
7590-06715,Male,0,No,No,25,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.15,Yes,1813.29
7590-06716,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),64.66,No,4234.37
7590-06717,Male,0,Yes,Yes,16,Yes,No,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,45.26,No,587.35
7590-06718,Female,0,Yes,Yes,58,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.52,No,6201.59
7590-06719,Female,0,Yes,No,15,No,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.42,No,1008.54
7590-06720,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,No,Mailed check,98.3,No,5640.98
7590-06721,Male,0,Yes,Yes,63,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,44.51,Yes,3298.55
7590-06722,Female,0,Yes,No,49,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),102.9,No,5890.06
7590-06723,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),30.56,Yes,627.87
7590-06724,Female,0,No,No,16,Yes,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),118.38,No,2234.47
7590-06725,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),94.08,No,3539.95
7590-06726,Male,0,No,Yes,67,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,84.54,No,5220.14
7590-06727,Male,0,Yes,No,49,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.56,No,2646.87
7590-06728,Female,1,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.55,No,3793.24
7590-06729,Male,0,Yes,No,47,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),108.84,No,5774.74
7590-06730,Female,1,No,Yes,67,No,Yes,No,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,41.19,No,2779.16
7590-06731,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),56.79,Yes,948.53
7590-06732,Male,1,Yes,Yes,24,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),30.1,No,734.19
7590-06733,Female,0,No,No,71,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.25,Yes,4817.32
7590-06734,Male,0,Yes,Yes,17,No,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),58.61,No,842.67
7590-06735,Female,1,Yes,Yes,50,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Electronic check,100.61,No,5314.11
7590-06736,Female,0,Yes,No,17,No,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),30.49,Yes,489.54
7590-06737,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),32.01,No,1493.8
7590-06738,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,50.66,Yes,3303.07
7590-06739,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,50.43,No,4164.54
7590-06740,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),88.81,No,4694.55
7590-06741,Male,0,Yes,No,16,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.88,No,925.26
7590-06742,Female,1,No,No,58,Yes,No,No,No,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,73.64,Yes,5060.54
7590-06743,Male,0,Yes,No,66,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,73.81,No,4380.26
7590-06744,Female,1,No,No,14,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.78,No,657.99
